,source_text,target_text
404,paraphrase: Gosto de cachorro.,Eu gosto daquele cachorro.
405,paraphrase: Eu gosto deste cão.,Eu gosto desse cachorro.
406,paraphrase: Eu gosto deste cachorro.,Eu gosto do cachorro.
407,paraphrase: Este lápis é seu?,Aquele é o seu lápis?
408,paraphrase: Esta é a sua caneta?,Essa caneta é sua?
409,paraphrase: Dê-me a caneta.,Me dê o lápis.
410,paraphrase: Passe-me a caneta.,Me dê o lápis.
411,paraphrase: Posso usar teu lápis?,Me empresta o lápis?
412,paraphrase: Posso usar seu lápis?,Me empresta o lápis?
413,paraphrase: Você me emprestaria sua caneta?,Posso pegar a sua caneta emprestada?
414,paraphrase: Posso pegar emprestada uma caneta?,Você pode me emprestar uma caneta?
415,paraphrase: Posso usar a sua caneta?,Posso pegar emprestada a sua caneta um pouco?
416,paraphrase: Devo-lhe 10 dólares.,Eu devo 10 dólares para ela.
417,"paraphrase: Oi, Bill. Como vai?","Olá, Bil. Como você está?"
418,"paraphrase: Como você está, Mike?","Oi Miguel, como vai você?"
419,paraphrase: Tom queria tomar leite.,Tom queria beber um pouco de leite.
420,paraphrase: O cão mordeu Tom na panturrilha.,O cachorro mordeu Tom na barriga da perna.
421,paraphrase: O homem tem dois pés.,Os seres humanos têm duas pernas.
422,paraphrase: Estou morrendo de dor nas costas.,Minhas costas estão me matando!
423,paraphrase: Estou com uma forte dor nas costas.,Minhas costas estão me matando!
424,paraphrase: Os cupins comem madeira.,Os cupins comeram a madeira.
425,paraphrase: Como de tudo.,Como qualquer coisa.
426,paraphrase: Estou comendo tudo.,Eu como qualquer coisa.
427,paraphrase: Eu como tudo.,Eu estou comendo tudo.
428,paraphrase: Tom continuou comendo.,Tom continuou a comer.
429,paraphrase: Eles continuaram comendo.,Elas continuaram comendo.
430,paraphrase: Você deveria comer alguma coisa.,É melhor você comer algo.
431,paraphrase: É melhor você comer alguma coisa.,É melhor você comer algo.
432,paraphrase: Eu acabei de comer.,Eu terminei de comer.
433,paraphrase: Onde você comeu?,Onde vocês comeram?
434,paraphrase: Eu comerei peixe.,Vou comer peixe.
435,paraphrase: O que o Tom está comendo?,O que Tom está comendo?
436,paraphrase: Tom come rápido demais.,Tom come muito rápido.
437,paraphrase: Tom come muito rapidamente.,Tom come muito rápido.
438,paraphrase: O que comem as abelhas?,O que as abelhas comem?
439,paraphrase: Eu estou comendo cereal.,Eu estou comendo cereais.
440,paraphrase: Estou comendo cereal.,Eu estou comendo cereais.
441,paraphrase: Eu raramente como carne.,Raramente como carne.
442,paraphrase: Tom vai comer em breve.,Tom comerá em breve.
443,"paraphrase: Na Europa, as aulas começam em setembro.",As aulas na Europa começam em setembro.
444,paraphrase: Comeremos logo.,Nós comeremos logo.
445,paraphrase: Eu odeio comer sozinho.,Eu odeio comer sozinha.
446,paraphrase: Você vai comer?,Vocês vão comer?
447,paraphrase: Eu não vou perder!,Nós não vamos perder.
448,paraphrase: Eu não perderei!,Nós não vamos perder.
449,paraphrase: Não vamos perder.,Nós não iremos perder.
450,paraphrase: Você perdeu algo aqui?,Vocês perderam algo aqui?
451,paraphrase: Quanto comeste?,Quanto você comeu?
452,paraphrase: Esse saco preto é seu?,Essa bolsa preta é sua?
453,paraphrase: Todos nós temos que comer.,Todos nós temos de comer.
454,paraphrase: Seu rosto ficou vermelho.,Você está ficando vermelho.
455,paraphrase: Você está com a cara corada.,Você está ficando vermelho.
456,paraphrase: Ela corou.,Ela enrubesceu.
457,paraphrase: Ela está corando.,O rosto dela ficou vermelho.
458,paraphrase: Ela está ficando vermelha.,Ela ficou ruborizada.
459,paraphrase: As bochechas dela ficaram vermelhas.,Seu rosto está vermelho.
460,paraphrase: Tom estava comendo um sanduíche.,Tom comeu o sanduíche.
461,paraphrase: Que tipo de comida você tem?,O que tem para comer?
462,"paraphrase: O Tom, dificilmente, come em casa.",Tom raramente come em casa.
463,paraphrase: Eu queria sapatos vermelhos.,Queria sapatos vermelhos.
464,paraphrase: Eu não como muito.,Eu como pouco.
465,paraphrase: Não como muito.,Eu como pouco.
466,paraphrase: Eu não como carne bovina.,Eu não como carne de boi.
467,paraphrase: Ele pintou a bicicleta dele de vermelho.,Ele pintou sua bicicleta de vermelho.
468,paraphrase: O Tom está comendo macarrão.,Tom come espaguete.
469,paraphrase: Você ainda come carne?,Vocês ainda comem carne?
470,paraphrase: Ela estava usando uma saia vermelha.,Ela estava vestindo uma saia vermelha.
471,paraphrase: O Tom vai comer com a gente?,O Tom vai comer conosco?
472,paraphrase: Ela estava vestida de vermelho.,Ela usava roupas vermelhas.
473,paraphrase: O céu é azul.,O céu está azul.
474,paraphrase: Como porque estou com fome.,Como porque estou faminto.
475,paraphrase: Tom não gosta de comer peixe.,Tom não gosta de peixe.
476,paraphrase: A bicicleta dele é azul.,A bicicleta dela é azul.
477,paraphrase: Sua bicicleta é azul.,A bicicleta dela é azul.
478,paraphrase: Você vai comer isso?,Você vai comer isto?
479,paraphrase: Alguém vai comer isto?,Alguém vai comer isso?
480,paraphrase: Eu adoro comer melão.,Adoro comer melão.
481,paraphrase: Verde veste bem em você.,O verde fica-vos bem.
482,paraphrase: Você fica bem de verde.,O verde fica-vos bem.
483,paraphrase: O verde te cai bem.,O verde fica-te bem.
484,paraphrase: Tom e Maria estão almoçando.,Tom e Mary estão almoçando.
485,paraphrase: Não tem mais comida.,Já não há que comer.
486,paraphrase: Não há comida.,Já não há que comer.
487,paraphrase: Não há nada para se comer.,Não há mais nada para comer.
488,paraphrase: Procurem a mulher!,Procure a mulher!
489,paraphrase: Eu ainda estou comendo.,Eu ainda não terminei de comer.
490,paraphrase: Ainda estou comendo.,Eu ainda não terminei de comer.
491,paraphrase: Diga a Tom que não vou comer.,Diga ao Tom que eu não vou comer.
492,paraphrase: Quantos sanduíches Tom comeu?,Quantos sanduíches o Tom comeu?
493,paraphrase: Pegue tudo.,Leve tudo.
494,paraphrase: Peguem tudo.,Leve tudo.
495,paraphrase: Pare de tentar.,Parem de tentar.
496,paraphrase: Por favor pare de brigar.,Parem de brigar.
497,paraphrase: Por favor parem de brigar.,Pare de brigar.
498,paraphrase: Fiquem juntos.,Fiquem juntas.
499,paraphrase: Comece a correr.,Comecem a correr.
500,paraphrase: Comece a contar.,Comecem a contar.
501,paraphrase: Alguma coisa aconteceu.,Aconteceu alguma coisa.
502,paraphrase: Algo aconteceu.,Qualquer coisa aconteceu.
503,paraphrase: Algo mudou.,Alguma coisa está diferente.
504,paraphrase: Alguém gritou.,Estão fazendo um barulho infernal.
505,"paraphrase: Diga ""por favor"".","Falem, por favor."
506,paraphrase: Todo mundo gritou.,Todo mundo estava gritando.
507,paraphrase: Todos eles gritaram.,Todos estavam gritando.
508,paraphrase: Todos sonham.,Todo mundo sonha.
509,paraphrase: Algeme-o.,Algema-o.
510,"paraphrase: Champanhe, por favor.",Vou tomar um copo de champanhe.
511,paraphrase: Eu peguei uma linda borboleta.,Peguei uma borboleta linda.
512,paraphrase: Alguém se machucou?,Tem alguém ferido?
513,paraphrase: Alguém machucado?,Alguém ficou ferido?
514,paraphrase: Ninguém se machucou?,Algum de vocês se machucou?
515,paraphrase: O Tom piscou.,Tom piscou.
516,paraphrase: Aquele pássaro não voa.,Esse pássaro não consegue voar.
517,paraphrase: Eu queria estar do seu lado.,Queria ter estado com você.
518,paraphrase: Ele não aguentava ficar separado dela.,Ele não suportava ficar longe dela.
519,paraphrase: Tenho medo de ursos.,Os ursos me dão medo.
520,paraphrase: Eu não consigo suportar essa dor.,Eu não suporto esta dor.
521,paraphrase: Eu não suporto a dor.,Eu não suporto esta dor.
522,"paraphrase: Olá, Chicago!","Bom dia, Chicago!"
523,"paraphrase: Boa noite, Chicago.","Bom dia, Chicago!"
524,paraphrase: Eu posso tentar.,Posso tentar.
525,paraphrase: O saber nos torna livres e melhores.,O conhecimento nos faz livres e bons.
526,paraphrase: Preciso de conselhos bons.,Eu preciso de aconselhamento.
527,paraphrase: Eu os deixei ir embora.,Eu permiti que fossem embora.
528,paraphrase: Jane provavelmente virá.,Há uma grande chance da Jane vir.
529,paraphrase: É bem provável que Jane venha.,Há uma grande chance da Jane vir.
530,paraphrase: Tom veio nos pedir ajuda.,O Tom veio nos pedir que o ajudássemos.
531,paraphrase: Desculpe. Não tinha percebido.,"Perdão, mas não me apercebi disso."
532,"paraphrase: Haja o que houver, você não deve desistir.","Não importa o que aconteça, não desista."
533,paraphrase: A saúde é o mais importante.,A saúde é tudo.
534,paraphrase: Este médico é um homem de cultura.,O médico é um homem culto.
535,paraphrase: Tom tem tanto potencial.,Tom tem um grande potencial.
536,paraphrase: Quanto tempo leva de carro?,Quanto demora de carro?
537,paraphrase: Quanto tempo se gasta indo de carro?,Quanto demora de carro?
538,paraphrase: O sangue circula através das veias.,O sangue flui através de vasos sanguíneos.
539,paraphrase: Ela recusou o subsídio que eu ofereci.,Ele se recusou a minha proposta.
540,paraphrase: Ela recusou minha proposta.,Ele recusou minha oferta.
541,paraphrase: Você já se esqueceu.,Já te esqueceste.
542,paraphrase: Vocês já se esqueceram.,Já te esqueceste.
543,paraphrase: Quem pode fazer esse trabalho?,Quem pode fazer este trabalho?
544,paraphrase: Para quem você vai votar?,Em quem vocês vão votar?
545,paraphrase: Você está votando em quem?,Em quem vocês vão votar?
546,paraphrase: O senhor sabe com quem está falando?,Vocês sabem com quem estão falando?
547,paraphrase: Há algo lá fora.,Tem algo aqui.
548,paraphrase: Há alguma coisa lá fora.,Tem algo aqui.
549,paraphrase: Vocês são contra ou a favor da guerra?,Você está a favor ou contra a guerra?
550,paraphrase: Tom pediu um conselho ao amigo.,Tom pediu um conselho à amiga.
551,paraphrase: Tom está com os seus pais.,Tom está com os pais dele.
552,"paraphrase: Sendo um estudante de história, eu conheço também a dívida da civilização para com o Islã. Era o Islã - em lugares como a universidade Al-Azhar - que levava a luz do conhecimento através de tantos séculos, abrindo o caminho para a Renascença e para o Iluminismo da Europa.","Como estudante de história, eu também conheço a dívida que a civilização tem para com o Islã. Foi o Islã que – na Universidade de Al Azhar e em outros lugares – por tantos séculos disseminou a luz do conhecimento, tendo preparado, assim, o caminho para o Renascimento e o Iluminismo."
553,paraphrase: Seu comportamento desapontou muitos de seus amigos.,Seu comportamento desapontou muitas de suas amigas.
554,paraphrase: Empurre!,Empurra!
555,paraphrase: Empurrem!,Empurra!
556,paraphrase: Eu não te pedi que me ajudasses.,Não pedi sua ajuda.
557,paraphrase: Não pedi tua ajuda.,Eu não lhe pedi que me ajudasse.
558,paraphrase: Não conseguimos evitar de rir da história dele.,Não conseguimos conter o riso da história dele.
559,paraphrase: Era muito bonito.,Foi muito legal.
560,paraphrase: Aquilo foi muito legal.,Foi muito legal.
561,"paraphrase: Em vez de ir pessoalmente, eu mandei um presente.","Em vez de ir eu mesmo, eu enviei um presente."
562,"paraphrase: Você não é daqui, é?","Vocês não são daqui, são?"
563,paraphrase: Eles não pretendiam fazer nenhum mal.,Eles não fizeram por mal.
564,paraphrase: O senhor Oka vai ensinar inglês?,Será que o Sr. Oka ensinará inglês?
565,paraphrase: Vai estar bem fresco.,Vai fazer muito frio.
566,paraphrase: Fará muito frio.,Vai fazer muito frio.
567,paraphrase: Eu vou apoiá-lo.,Eu apoiarei.
568,paraphrase: Eu o apoiarei.,Eu apoiarei.
569,paraphrase: Este livro vai despertar a sua imaginação.,Este livro vai acordar sua imaginação.
570,paraphrase: Em quanto tempo Tom chegará?,Em quanto tempo Tom vai chegar?
571,paraphrase: Você acha que o Tom ficará envergonhado?,Você acha que o Tom vai ficar com vergonha?
572,paraphrase: Tom vai ficar feliz.,O Tom vai ser feliz.
573,paraphrase: Meu irmão mais velho tem bigode.,Meu irmão mais velho usa bigode.
574,paraphrase: A sala será pintada amanhã.,O quarto será pintado amanhã.
575,paraphrase: Eu preciso alongar as pernas.,Eu quero esticar as pernas.
576,paraphrase: O que aconteceu aqui?,Que houve aqui?
577,paraphrase: O que é que houve aqui?,Que houve aqui?
578,paraphrase: Chegamos um pouco tarde.,Estamos um pouco atrasadas.
579,paraphrase: Chegamos um pouco atrasados.,Estamos um pouco atrasadas.
580,paraphrase: Este é o endereço.,Aqui está o endereço.
581,paraphrase: Existe alguma forma de vida em Marte?,Há vida em Marte?
582,paraphrase: Será que há vida em Marte?,Há vida em Marte?
583,paraphrase: Meu irmão me ajudou com os deveres.,O meu irmão me ajudou a fazer os deveres.
584,paraphrase: Admiramo-la pela sua coragem.,Admiramo-la pela sua valentia
585,paraphrase: Esta é sua chave.,Aqui está a sua chave.
586,paraphrase: Aqui estão suas chaves.,Esta é a tua chave.
587,paraphrase: Eu farei o que você me disser.,Eu farei o que as senhoras me disserem.
588,paraphrase: Farei o que me disseres.,Farei o que os senhores me disserem.
589,paraphrase: Farei o que vocês me disserem.,Farei o que a senhora me disser.
590,paraphrase: Eu farei o que vós me disserdes.,Eu farei o que o senhor me disser.
591,paraphrase: Devo meu sucesso a meu amigo.,Eu devo meu sucesso a minha amiga.
592,paraphrase: Isto é algo que eu preciso fazer sozinho.,Esta é uma coisa que eu preciso fazer sozinha.
593,paraphrase: Ensinar-lhe-ei como jogar xadrez.,Eu vou ensiná-lo a jogar xadrez.
594,paraphrase: Eu vou te ensinar a jogar xadrez.,Eu vou ensiná-lo a jogar xadrez.
595,paraphrase: Ele vem amanhã.,Ele virá amanhã.
596,paraphrase: Tom não vai te obedecer.,Tom obedecerá a vocês.
597,paraphrase: Tom não te obedecerá.,Tom vai obedecer a vocês.
598,paraphrase: Tom vai obedecer ao senhor.,Tom obedecerá às senhoras.
599,paraphrase: Tom obedecerá à senhora.,Tom vai obedecer aos senhores.
600,"paraphrase: Venha aqui, John.","Venha cá, John."
601,paraphrase: A terra gira ao redor de seu eixo.,A Terra é redonda.
602,paraphrase: A Terra gira.,A Terra é redonda.
603,paraphrase: O que você irá escrever nessa carta?,Que é que você vai escrever nessa carta?
604,paraphrase: Você acha que o Tom o fará?,Você acha que Tom vai fazer isso?
605,paraphrase: Eu vou terminar de ler este livro.,Vou ler este livro até o fim.
606,paraphrase: Amanhã vai ser tarde demais.,Amanhã será tarde demais.
607,paraphrase: Traduz as frases sublinhadas.,Traduza a parte sublinhada.
608,paraphrase: Você poderia me dar um garfo?,Poderias dar-me um garfo?
609,paraphrase: O Tom te ouvirá.,O Tom vai ouvir você.
610,paraphrase: Um garfo está faltando.,Está faltando um garfo.
611,"paraphrase: Tom, você vai levantar?","Hei Dan, você vai se levantar dessa cama ou não?"
612,paraphrase: Você pode ajudar-me a traduzir estas frases em chinês?,Você pode me ajudar a traduzir estas frases para o chinês?
613,paraphrase: Quanto tempo você levou para traduzir esse livro?,Por quanto tempo você precisa traduzir o livro?
614,paraphrase: Quanto tempo levou para você traduzir este livro?,Por quanto tempo você precisa traduzir o livro?
615,paraphrase: A faca não está afiada.,A faca está desamolada.
616,paraphrase: A faca não é afiada.,A faca está cega.
617,paraphrase: Como vai pará-lo?,Como você vai impedi-los?
618,paraphrase: Como vão para-lo?,Como você vai detê-lo?
619,paraphrase: Você vai dar essa for para a Kate?,Você poderia levar essa flor para a Kate?
620,paraphrase: Eu conheço esta menina.,Eu conheço essa menina.
621,paraphrase: Eu conheço a menina.,Eu conheço essa menina.
622,paraphrase: Nós passamos por três guerras.,Temos suportado três guerras.
623,paraphrase: Temos aguentado três guerras.,Temos suportado três guerras.
624,paraphrase: Quando chegaremos a Tóquio?,A que horas você chegará a Tóquio?
625,paraphrase: O tempo voa quando você está se divertindo.,O tempo voa quando estamos nos divertindo.
626,paraphrase: Tentei não olhar.,Eu tentei não encarar.
627,paraphrase: Eu não estou dizendo para você ir sozinho.,Eu não estou dizendo que você vá sozinho.
628,paraphrase: Devemos evitar a guerra a qualquer preço.,Nós devemos evitar a guerra por todos os meios possíveis.
